NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003,,,,,,,,,,,,
Jefferson County,NY,50.00,1.00,2.00,36.00,45.00,3285632368.00,1524548726.00,116229.00,57966.00,+43.9953714,-76.05,116229.00,112993.00,103047.00,5876.00,586.00,1518.00,298.00,1668.00,3236.00,2984.00,1133.00,668.00,499.00,73.00,314.00,51.00,53.00,23.00,60.00,13.00,2.00,5.00,46.00,30.00,14.00,232.00,14.00,6.00,0.00,116229.00,6143.00,110086.00,107515.00,99682.00,5475.00,500.00,1464.00,273.00,121.00,2571.00,2406.00,154.00,7.00,4.00,0.00,86596.00,85302.00,78147.00,4158.00,461.00,1182.00,192.00,1162.00,1294.00,1208.00,81.00,2.00,3.00,0.00,86596.00,3764.00,82832.00,81778.00,76088.00,3888.00,402.00,1149.00,178.00,73.00,1054.00,994.00,57.00,2.00,1.00,0.00,57966.00,43451.00,14515.00,,,,,,,,,,,,
Kings County,NY,50.00,1.00,2.00,36.00,47.00,183412016.00,67602622.00,2504700.00,1000293.00,+40.6351332,-73.95,2504700.00,2428396.00,1072041.00,860083.00,13524.00,262276.00,1243.00,219229.00,76304.00,70660.00,11882.00,2555.00,12059.00,643.00,16767.00,4384.00,3770.00,1451.00,9988.00,1021.00,91.00,1725.00,421.00,2795.00,1108.00,5119.00,435.00,70.00,20.00,2504700.00,496285.00,2008415.00,1968405.00,893306.00,799066.00,4638.00,260129.00,633.00,10633.00,40010.00,37143.00,2594.00,232.00,35.00,6.00,1910322.00,1857091.00,836552.00,649392.00,9525.00,204147.00,959.00,156516.00,53231.00,49133.00,3723.00,311.00,50.00,14.00,1910322.00,359871.00,1550451.00,1522602.00,702033.00,606643.00,3288.00,202681.00,512.00,7445.00,27849.00,25730.00,1911.00,174.00,28.00,6.00,1000293.00,916856.00,83437.00,,,,,,,,,,,,
Lewis County,NY,50.00,1.00,2.00,36.00,49.00,3301404174.00,39580834.00,27087.00,15112.00,+43.7863965,-75.44,27087.00,26849.00,26465.00,184.00,53.00,75.00,16.00,56.00,238.00,227.00,66.00,96.00,29.00,5.00,15.00,2.00,1.00,1.00,8.00,0.00,0.00,0.00,2.00,1.00,1.00,9.00,2.00,0.00,0.00,27087.00,357.00,26730.00,26531.00,26225.00,170.00,44.00,72.00,16.00,4.00,199.00,191.00,6.00,2.00,0.00,0.00,20384.00,20267.00,20030.00,94.00,41.00,56.00,8.00,38.00,117.00,113.00,4.00,0.00,0.00,0.00,20384.00,242.00,20142.00,20038.00,19854.00,86.00,35.00,53.00,8.00,2.00,104.00,101.00,3.00,0.00,0.00,0.00,15112.00,10514.00,4598.00,,,,,,,,,,,,
Livingston County,NY,50.00,1.00,2.00,36.00,51.00,1636257346.00,22005748.00,65393.00,27123.00,+42.7274845,-77.77,65393.00,64446.00,61363.00,1598.00,187.00,785.00,18.00,495.00,947.00,886.00,262.00,278.00,181.00,15.00,86.00,5.00,11.00,1.00,9.00,2.00,2.00,9.00,3.00,20.00,2.00,58.00,2.00,1.00,0.00,65393.00,1802.00,63591.00,62790.00,60296.00,1491.00,158.00,780.00,11.00,54.00,801.00,752.00,49.00,0.00,0.00,0.00,52176.00,51681.00,48994.00,1448.00,155.00,662.00,14.00,408.00,495.00,466.00,27.00,1.00,1.00,0.00,52176.00,1301.00,50875.00,50464.00,48265.00,1348.00,136.00,658.00,10.00,47.00,411.00,389.00,22.00,0.00,0.00,0.00,27123.00,24409.00,2714.00,,,,,,,,,,,,
Madison County,NY,50.00,1.00,2.00,36.00,53.00,1696033233.00,16681306.00,73442.00,31757.00,+42.9100255,-75.66,73442.00,72484.00,69740.00,1350.00,524.00,583.00,17.00,270.00,958.00,873.00,310.00,272.00,164.00,10.00,65.00,16.00,5.00,1.00,14.00,4.00,2.00,4.00,0.00,5.00,1.00,77.00,8.00,0.00,0.00,73442.00,1316.00,72126.00,71282.00,68916.00,1260.00,473.00,576.00,11.00,46.00,844.00,777.00,59.00,8.00,0.00,0.00,57437.00,56903.00,54638.00,1162.00,397.00,478.00,14.00,214.00,534.00,477.00,49.00,8.00,0.00,0.00,57437.00,915.00,56522.00,56051.00,54088.00,1089.00,367.00,472.00,9.00,26.00,471.00,424.00,39.00,8.00,0.00,0.00,31757.00,27754.00,4003.00,,,,,,,,,,,,
Monroe County,NY,50.00,1.00,2.00,36.00,55.00,1702154292.00,1837658838.00,744344.00,320593.00,+43.4644751,-77.66,744344.00,725235.00,566535.00,113171.00,2136.00,24281.00,227.00,18885.00,19109.00,17583.00,7039.00,1909.00,3127.00,129.00,1873.00,1044.00,391.00,121.00,1228.00,91.00,14.00,94.00,72.00,307.00,144.00,1400.00,101.00,24.00,1.00,744344.00,54005.00,690339.00,676377.00,542034.00,107448.00,1589.00,24023.00,182.00,1101.00,13962.00,12935.00,951.00,55.00,21.00,0.00,575645.00,566569.00,456863.00,76552.00,1632.00,18754.00,160.00,12608.00,9076.00,8265.00,741.00,50.00,19.00,1.00,575645.00,33790.00,541855.00,535104.00,440890.00,73531.00,1281.00,18606.00,144.00,652.00,6751.00,6173.00,536.00,26.00,16.00,0.00,320593.00,300422.00,20171.00,,,,,,,,,,,,
Montgomery County,NY,50.00,1.00,2.00,36.00,57.00,1043875858.00,18939233.00,50219.00,23063.00,+42.9008912,-74.44,50219.00,49238.00,45519.00,951.00,169.00,369.00,19.00,2211.00,981.00,910.00,352.00,174.00,64.00,5.00,199.00,24.00,6.00,4.00,43.00,0.00,3.00,7.00,1.00,9.00,19.00,64.00,7.00,0.00,0.00,50219.00,5654.00,44565.00,43967.00,42732.00,712.00,103.00,356.00,11.00,53.00,598.00,560.00,33.00,5.00,0.00,0.00,38418.00,37960.00,35541.00,646.00,129.00,258.00,10.00,1376.00,458.00,437.00,19.00,2.00,0.00,0.00,38418.00,3420.00,34998.00,34718.00,33825.00,522.00,85.00,254.00,7.00,25.00,280.00,266.00,13.00,1.00,0.00,0.00,23063.00,20272.00,2791.00,,,,,,,,,,,,
Nassau County,NY,50.00,1.00,2.00,36.00,59.00,737411094.00,436460605.00,1339532.00,468346.00,+40.7296870,-73.59,1339532.00,1307624.00,977577.00,149049.00,3185.00,102266.00,336.00,75211.00,31908.00,29935.00,4291.00,1473.00,6552.00,231.00,9011.00,1138.00,1210.00,258.00,1748.00,371.00,15.00,729.00,152.00,2426.00,330.00,1752.00,186.00,33.00,2.00,1339532.00,195355.00,1144177.00,1126488.00,877309.00,141305.00,1379.00,101558.00,197.00,4740.00,17689.00,16530.00,1033.00,102.00,24.00,0.00,1027952.00,1008312.00,765565.00,110655.00,2102.00,76246.00,241.00,53503.00,19640.00,18409.00,1081.00,124.00,24.00,2.00,1027952.00,138202.00,889750.00,879264.00,693892.00,105527.00,873.00,75802.00,144.00,3026.00,10486.00,9718.00,677.00,75.00,16.00,0.00,468346.00,448528.00,19818.00,,,,,,,,,,,,
New York County,NY,50.00,1.00,2.00,36.00,61.00,59126033.00,27873331.00,1585873.00,847090.00,+40.7765574,-73.97,1585873.00,1522550.00,911073.00,246687.00,8669.00,179552.00,873.00,175696.00,63323.00,57621.00,10855.00,2278.00,13837.00,382.00,13452.00,2505.00,1482.00,261.00,6664.00,495.00,84.00,1821.00,445.00,2047.00,1013.00,5164.00,469.00,64.00,5.00,1585873.00,403577.00,1182296.00,1152339.00,761493.00,205340.00,2144.00,177624.00,533.00,5205.00,29957.00,27471.00,2243.00,208.00,34.00,1.00,1351438.00,1305065.00,806420.00,198200.00,6625.00,159596.00,724.00,133500.00,46373.00,41951.00,4012.00,351.00,54.00,5.00,1351438.00,315139.00,1036299.00,1015246.00,683937.00,167141.00,1756.00,158104.00,471.00,3837.00,21053.00,19070.00,1794.00,160.00,28.00,1.00,847090.00,763846.00,83244.00,,,,,,,,,,,,
Niagara County,NY,50.00,1.00,2.00,36.00,63.00,1352903595.00,1598826734.00,216469.00,99120.00,+43.4567309,-78.79,216469.00,211802.00,191673.00,14851.00,2285.00,1823.00,62.00,1108.00,4667.00,4347.00,2165.00,1094.00,397.00,45.00,230.00,202.00,42.00,16.00,77.00,22.00,2.00,14.00,10.00,29.00,2.00,298.00,21.00,1.00,0.00,216469.00,4694.00,211775.00,207600.00,188907.00,14511.00,2135.00,1807.00,55.00,185.00,4175.00,3905.00,259.00,10.00,1.00,0.00,169979.00,168084.00,153733.00,10522.00,1671.00,1405.00,39.00,714.00,1895.00,1764.00,122.00,8.00,1.00,0.00,169979.00,2814.00,167165.00,165479.00,152019.00,10343.00,1574.00,1396.00,35.00,112.00,1686.00,1573.00,109.00,3.00,1.00,0.00,99120.00,90556.00,8564.00,,,,,,,,,,,,
Oneida County,NY,50.00,1.00,2.00,36.00,65.00,3140175831.00,117138182.00,234878.00,104180.00,+43.2427273,-75.43,234878.00,230013.00,204679.00,14688.00,605.00,6565.00,69.00,3407.00,4865.00,4581.00,2157.00,719.00,586.00,69.00,481.00,138.00,51.00,14.00,172.00,17.00,2.00,31.00,40.00,85.00,19.00,259.00,21.00,2.00,2.00,234878.00,10819.00,224059.00,220250.00,199254.00,13682.00,499.00,6522.00,49.00,244.00,3809.00,3624.00,171.00,12.00,1.00,1.00,183501.00,181340.00,163649.00,10544.00,490.00,4373.00,52.00,2232.00,2161.00,2040.00,110.00,7.00,2.00,2.00,183501.00,6785.00,176716.00,175008.00,160154.00,9923.00,412.00,4348.00,39.00,132.00,1708.00,1622.00,81.00,3.00,1.00,1.00,104180.00,93028.00,11152.00,,,,,,,,,,,,
Onondaga County,NY,50.00,1.00,2.00,36.00,67.00,2016019983.00,70521368.00,467026.00,202357.00,+43.0065299,-76.20,467026.00,454004.00,378885.00,51220.00,3818.00,14454.00,148.00,5479.00,13022.00,12073.00,5469.00,2302.00,1679.00,110.00,727.00,620.00,236.00,79.00,518.00,34.00,7.00,59.00,43.00,159.00,31.00,880.00,57.00,12.00,0.00,467026.00,18829.00,448197.00,437249.00,370040.00,48696.00,3432.00,14370.00,120.00,591.00,10948.00,10231.00,678.00,33.00,6.00,0.00,359771.00,353977.00,302220.00,34088.00,2963.00,11041.00,114.00,3551.00,5794.00,5349.00,409.00,26.00,10.00,0.00,359771.00,11578.00,348193.00,343266.00,296483.00,32643.00,2730.00,10984.00,98.00,328.00,4927.00,4583.00,322.00,17.00,5.00,0.00,202357.00,187686.00,14671.00,,,,,,,,,,,,
Ontario County,NY,50.00,1.00,2.00,36.00,69.00,1668121832.00,47814148.00,107931.00,48193.00,+42.8566949,-77.30,107931.00,106132.00,101078.00,2432.00,276.00,1126.00,24.00,1196.00,1799.00,1655.00,698.00,345.00,293.00,22.00,164.00,49.00,6.00,3.00,39.00,6.00,1.00,8.00,7.00,12.00,2.00,137.00,4.00,3.00,0.00,107931.00,3679.00,104252.00,102782.00,99119.00,2226.00,244.00,1111.00,16.00,66.00,1470.00,1369.00,95.00,3.00,3.00,0.00,83631.00,82810.00,79284.00,1692.00,208.00,799.00,19.00,808.00,821.00,762.00,55.00,1.00,3.00,0.00,83631.00,2272.00,81359.00,80683.00,78078.00,1581.00,188.00,787.00,14.00,35.00,676.00,633.00,39.00,1.00,3.00,0.00,48193.00,43019.00,5174.00,,,,,,,,,,,,
Orange County,NY,50.00,1.00,2.00,36.00,71.00,2102256780.00,69822194.00,372813.00,137025.00,+41.4024096,-74.31,372813.00,361131.00,287802.00,37946.00,1748.00,8895.00,125.00,24615.00,11682.00,10632.00,3620.00,1192.00,1472.00,69.00,2117.00,567.00,236.00,65.00,708.00,69.00,8.00,112.00,32.00,290.00,75.00,961.00,81.00,4.00,4.00,372813.00,67185.00,305628.00,298624.00,254259.00,33895.00,908.00,8685.00,80.00,797.00,7004.00,6428.00,542.00,33.00,1.00,0.00,271284.00,265412.00,214573.00,26751.00,1271.00,6550.00,97.00,16170.00,5872.00,5320.00,510.00,37.00,3.00,2.00,271284.00,43208.00,228076.00,224551.00,192519.00,24348.00,706.00,6431.00,65.00,482.00,3525.00,3196.00,303.00,25.00,1.00,0.00,137025.00,125925.00,11100.00,,,,,,,,,,,,
Orleans County,NY,50.00,1.00,2.00,36.00,73.00,1013357365.00,1103755920.00,42883.00,18431.00,+43.5022867,-78.23,42883.00,42053.00,38528.00,2523.00,247.00,179.00,9.00,567.00,830.00,786.00,366.00,215.00,52.00,7.00,86.00,24.00,4.00,7.00,7.00,1.00,0.00,3.00,3.00,7.00,4.00,41.00,1.00,2.00,0.00,42883.00,1757.00,41126.00,40437.00,37658.00,2368.00,199.00,173.00,7.00,32.00,689.00,650.00,36.00,1.00,2.00,0.00,33343.00,33006.00,30139.00,2159.00,188.00,133.00,9.00,378.00,337.00,315.00,19.00,1.00,2.00,0.00,33343.00,1088.00,32255.00,31972.00,29606.00,2044.00,163.00,127.00,7.00,25.00,283.00,263.00,17.00,1.00,2.00,0.00,18431.00,16119.00,2312.00,,,,,,,,,,,,
Oswego County,NY,50.00,1.00,2.00,36.00,75.00,2464761256.00,933517775.00,122109.00,53598.00,+43.4614428,-76.21,122109.00,120513.00,117632.00,972.00,520.00,723.00,16.00,650.00,1596.00,1538.00,449.00,582.00,211.00,19.00,169.00,31.00,10.00,2.00,21.00,15.00,4.00,3.00,8.00,9.00,5.00,54.00,2.00,2.00,0.00,122109.00,2552.00,119557.00,118200.00,116091.00,862.00,465.00,709.00,14.00,59.00,1357.00,1316.00,39.00,1.00,1.00,0.00,93886.00,93063.00,90903.00,740.00,393.00,558.00,13.00,456.00,823.00,799.00,20.00,2.00,2.00,0.00,93886.00,1515.00,92371.00,91664.00,90054.00,666.00,356.00,546.00,11.00,31.00,707.00,690.00,15.00,1.00,1.00,0.00,53598.00,46400.00,7198.00,,,,,,,,,,,,
Otsego County,NY,50.00,1.00,2.00,36.00,77.00,2594391877.00,36393713.00,62259.00,30777.00,+42.6297762,-75.03,62259.00,61227.00,58935.00,1066.00,121.00,674.00,18.00,413.00,1032.00,949.00,315.00,277.00,162.00,6.00,87.00,14.00,11.00,3.00,32.00,11.00,0.00,6.00,4.00,14.00,7.00,79.00,3.00,1.00,0.00,62259.00,1921.00,60338.00,59513.00,57734.00,958.00,103.00,660.00,16.00,42.00,825.00,762.00,60.00,2.00,1.00,0.00,50641.00,50037.00,48265.00,798.00,100.00,539.00,16.00,319.00,604.00,554.00,47.00,2.00,1.00,0.00,50641.00,1391.00,49250.00,48759.00,47396.00,715.00,86.00,526.00,14.00,22.00,491.00,450.00,39.00,1.00,1.00,0.00,30777.00,24620.00,6157.00,,,,,,,,,,,,
Putnam County,NY,50.00,1.00,2.00,36.00,79.00,596504166.00,41282767.00,99710.00,38224.00,+41.4279035,-73.74,99710.00,97745.00,90470.00,2350.00,175.00,1882.00,35.00,2833.00,1965.00,1813.00,400.00,267.00,431.00,38.00,481.00,39.00,20.00,8.00,41.00,5.00,0.00,19.00,16.00,36.00,12.00,143.00,9.00,0.00,0.00,99710.00,11661.00,88049.00,86894.00,82709.00,2047.00,121.00,1832.00,14.00,171.00,1155.00,1066.00,85.00,4.00,0.00,0.00,76060.00,74998.00,69719.00,1748.00,124.00,1370.00,28.00,2009.00,1062.00,971.00,90.00,1.00,0.00,0.00,76060.00,8182.00,67878.00,67281.00,64213.00,1536.00,88.00,1342.00,10.00,92.00,597.00,539.00,57.00,1.00,0.00,0.00,38224.00,35041.00,3183.00,,,,,,,,,,,,
Queens County,NY,50.00,1.00,2.00,36.00,81.00,281096933.00,180458283.00,2230722.00,835127.00,+40.6585571,-73.84,2230722.00,2129809.00,886053.00,426683.00,15364.00,511787.00,1530.00,288392.00,100913.00,94509.00,9459.00,2250.00,12258.00,566.00,26504.00,2900.00,8224.00,1354.00,8813.00,3633.00,123.00,2569.00,1146.00,12802.00,1908.00,5777.00,560.00,63.00,4.00,2230722.00,613750.00,1616972.00,1560865.00,616727.00,395881.00,6490.00,508334.00,1094.00,32339.00,56107.00,52551.00,3195.00,312.00,49.00,0.00,1768821.00,1695557.00,733439.00,327140.00,10421.00,410329.00,1162.00,213066.00,73264.00,68496.00,4282.00,429.00,54.00,3.00,1768821.00,459179.00,1309642.00,1268613.00,527091.00,305075.00,3933.00,407926.00,854.00,23734.00,41029.00,38300.00,2438.00,249.00,42.00,0.00,835127.00,780117.00,55010.00,,,,,,,,,,,,
Rensselaer County,NY,50.00,1.00,2.00,36.00,83.00,1689789426.00,33571435.00,159429.00,71475.00,+42.7104206,-73.51,159429.00,155586.00,139529.00,10338.00,385.00,3517.00,34.00,1783.00,3843.00,3577.00,1817.00,588.00,576.00,27.00,226.00,91.00,44.00,8.00,93.00,9.00,3.00,13.00,11.00,62.00,9.00,238.00,27.00,1.00,0.00,159429.00,6080.00,153349.00,150165.00,136555.00,9592.00,283.00,3469.00,25.00,241.00,3184.00,2994.00,167.00,23.00,0.00,0.00,125460.00,123650.00,112339.00,6962.00,288.00,2834.00,30.00,1197.00,1810.00,1694.00,107.00,8.00,1.00,0.00,125460.00,3720.00,121740.00,120207.00,110419.00,6608.00,222.00,2803.00,23.00,132.00,1533.00,1452.00,75.00,6.00,0.00,0.00,71475.00,64702.00,6773.00,,,,,,,,,,,,
Richmond County,NY,50.00,1.00,2.00,36.00,85.00,151178512.00,113754972.00,468730.00,176656.00,+40.5638553,-74.14,468730.00,456612.00,341677.00,49857.00,1695.00,35164.00,213.00,28006.00,12118.00,11201.00,2569.00,572.00,2016.00,134.00,2886.00,523.00,348.00,53.00,953.00,199.00,12.00,151.00,70.00,620.00,95.00,819.00,90.00,7.00,1.00,468730.00,81051.00,387679.00,381039.00,300169.00,44313.00,695.00,34697.00,137.00,1028.00,6640.00,6144.00,444.00,47.00,5.00,0.00,359529.00,352502.00,270028.00,34840.00,1148.00,27336.00,165.00,18985.00,7027.00,6477.00,495.00,48.00,6.00,1.00,359529.00,54618.00,304911.00,300980.00,241153.00,31490.00,502.00,27049.00,110.00,676.00,3931.00,3612.00,289.00,26.00,4.00,0.00,176656.00,165516.00,11140.00,,,,,,,,,,,,
Rockland County,NY,50.00,1.00,2.00,36.00,87.00,449492975.00,66800379.00,311687.00,104057.00,+41.1547851,-74.02,311687.00,303846.00,228295.00,37058.00,911.00,19293.00,130.00,18159.00,7841.00,7298.00,1825.00,387.00,1210.00,55.00,1842.00,363.00,252.00,145.00,385.00,112.00,2.00,121.00,38.00,456.00,105.00,512.00,25.00,6.00,0.00,311687.00,48783.00,262904.00,258531.00,203670.00,34623.00,487.00,19099.00,43.00,609.00,4373.00,4071.00,283.00,13.00,6.00,0.00,224107.00,219525.00,163504.00,27516.00,637.00,14888.00,99.00,12881.00,4582.00,4258.00,304.00,14.00,6.00,0.00,224107.00,34135.00,189972.00,187525.00,146105.00,25907.00,343.00,14765.00,35.00,370.00,2447.00,2262.00,171.00,8.00,6.00,0.00,104057.00,99242.00,4815.00,,,,,,,,,,,,
St. Lawrence County,NY,50.00,1.00,2.00,36.00,89.00,6942144728.00,365348866.00,111944.00,52133.00,+44.4881125,-75.07,111944.00,110410.00,105064.00,2420.00,1135.00,1085.00,36.00,670.00,1534.00,1454.00,344.00,638.00,213.00,19.00,114.00,41.00,17.00,5.00,11.00,5.00,5.00,14.00,5.00,13.00,10.00,70.00,6.00,4.00,0.00,111944.00,2146.00,109798.00,108464.00,103943.00,2259.00,1051.00,1074.00,26.00,111.00,1334.00,1277.00,47.00,6.00,4.00,0.00,88139.00,87295.00,82653.00,2257.00,848.00,910.00,26.00,601.00,844.00,801.00,38.00,3.00,2.00,0.00,88139.00,1673.00,86466.00,85726.00,81813.00,2106.00,795.00,900.00,23.00,89.00,740.00,710.00,25.00,3.00,2.00,0.00,52133.00,41605.00,10528.00,,,,,,,,,,,,
Saratoga County,NY,50.00,1.00,2.00,36.00,91.00,2097849013.00,87603331.00,219607.00,98656.00,+43.1061353,-73.86,219607.00,215966.00,207181.00,3269.00,388.00,3919.00,44.00,1165.00,3641.00,3426.00,1164.00,765.00,958.00,54.00,256.00,46.00,29.00,8.00,34.00,15.00,0.00,17.00,7.00,68.00,5.00,195.00,15.00,5.00,0.00,219607.00,5279.00,214328.00,211167.00,203647.00,3053.00,325.00,3880.00,35.00,227.00,3161.00,3006.00,143.00,8.00,4.00,0.00,169751.00,167937.00,161533.00,2468.00,295.00,2814.00,36.00,791.00,1814.00,1698.00,102.00,10.00,4.00,0.00,169751.00,3440.00,166311.00,164726.00,159218.00,2323.00,250.00,2780.00,31.00,124.00,1585.00,1495.00,80.00,7.00,3.00,0.00,98656.00,88296.00,10360.00,,,,,,,,,,,,
Schenectady County,NY,50.00,1.00,2.00,36.00,93.00,529693619.00,12614136.00,154727.00,68196.00,+42.8175421,-74.04,154727.00,148925.00,123211.00,14710.00,575.00,4960.00,105.00,5364.00,5802.00,5296.00,2242.00,467.00,847.00,16.00,348.00,198.00,111.00,64.00,271.00,72.00,3.00,107.00,28.00,420.00,102.00,489.00,17.00,0.00,0.00,154727.00,8827.00,145900.00,141088.00,119409.00,13528.00,445.00,4917.00,81.00,2708.00,4812.00,4408.00,395.00,9.00,0.00,0.00,119218.00,116441.00,99068.00,9767.00,381.00,3671.00,74.00,3480.00,2777.00,2511.00,260.00,6.00,0.00,0.00,119218.00,5274.00,113944.00,111608.00,96741.00,9114.00,293.00,3637.00,58.00,1765.00,2336.00,2115.00,216.00,5.00,0.00,0.00,68196.00,62886.00,5310.00,,,,,,,,,,,,
Schoharie County,NY,50.00,1.00,2.00,36.00,95.00,1610503950.00,11676842.00,32749.00,17231.00,+42.5912940,-74.44,32749.00,32300.00,31402.00,435.00,70.00,217.00,6.00,170.00,449.00,414.00,118.00,165.00,49.00,12.00,37.00,9.00,2.00,1.00,9.00,2.00,0.00,1.00,1.00,6.00,2.00,32.00,2.00,0.00,1.00,32749.00,924.00,31825.00,31440.00,30742.00,394.00,54.00,217.00,3.00,30.00,385.00,355.00,29.00,1.00,0.00,0.00,26217.00,25949.00,25208.00,373.00,59.00,170.00,4.00,135.00,268.00,246.00,20.00,1.00,0.00,1.00,26217.00,651.00,25566.00,25337.00,24750.00,345.00,47.00,170.00,3.00,22.00,229.00,211.00,17.00,1.00,0.00,0.00,17231.00,13166.00,4065.00,,,,,,,,,,,,
Schuyler County,NY,50.00,1.00,2.00,36.00,97.00,850379456.00,36246347.00,18343.00,9455.00,+42.4197760,-76.94,18343.00,18103.00,17803.00,159.00,47.00,53.00,4.00,37.00,240.00,226.00,64.00,100.00,32.00,0.00,22.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,18343.00,234.00,18109.00,17898.00,17646.00,143.00,44.00,51.00,4.00,10.00,211.00,201.00,10.00,0.00,0.00,0.00,14453.00,14326.00,14094.00,109.00,44.00,45.00,4.00,30.00,127.00,120.00,7.00,0.00,0.00,0.00,14453.00,163.00,14290.00,14175.00,13981.00,99.00,41.00,43.00,4.00,7.00,115.00,111.00,4.00,0.00,0.00,0.00,9455.00,7530.00,1925.00,,,,,,,,,,,,
Seneca County,NY,50.00,1.00,2.00,36.00,99.00,838393327.00,172838984.00,35251.00,16043.00,+42.7822943,-76.83,35251.00,34788.00,32591.00,1607.00,104.00,244.00,2.00,240.00,463.00,445.00,181.00,160.00,36.00,2.00,47.00,5.00,0.00,0.00,3.00,1.00,0.00,2.00,1.00,7.00,0.00,18.00,0.00,0.00,0.00,35251.00,952.00,34299.00,33895.00,31999.00,1513.00,96.00,238.00,2.00,47.00,404.00,389.00,15.00,0.00,0.00,0.00,27732.00,27522.00,25589.00,1460.00,83.00,197.00,2.00,191.00,210.00,201.00,9.00,0.00,0.00,0.00,27732.00,685.00,27047.00,26868.00,25192.00,1371.00,77.00,193.00,2.00,33.00,179.00,171.00,8.00,0.00,0.00,0.00,16043.00,13393.00,2650.00,,,,,,,,,,,,
Steuben County,NY,50.00,1.00,2.00,36.00,101.00,3601531651.00,35027245.00,98990.00,48875.00,+42.2667252,-77.39,98990.00,97606.00,94315.00,1540.00,230.00,1161.00,17.00,343.00,1384.00,1321.00,546.00,461.00,147.00,19.00,92.00,17.00,6.00,1.00,4.00,6.00,3.00,3.00,3.00,13.00,0.00,62.00,1.00,0.00,0.00,98990.00,1371.00,97619.00,96387.00,93476.00,1487.00,193.00,1151.00,14.00,66.00,1232.00,1185.00,46.00,1.00,0.00,0.00,75792.00,75146.00,72741.00,1147.00,178.00,847.00,11.00,222.00,646.00,620.00,26.00,0.00,0.00,0.00,75792.00,862.00,74930.00,74345.00,72200.00,1114.00,156.00,839.00,9.00,27.00,585.00,567.00,18.00,0.00,0.00,0.00,48875.00,40344.00,8531.00,,,,,,,,,,,,
Suffolk County,NY,50.00,1.00,2.00,36.00,103.00,2362201496.00,3784184893.00,1493350.00,569985.00,+40.9435540,-72.69,1493350.00,1457319.00,1206297.00,111224.00,5366.00,50972.00,495.00,82965.00,36031.00,33457.00,7417.00,2593.00,5786.00,248.00,10252.00,2123.00,782.00,212.00,1717.00,206.00,10.00,551.00,99.00,1183.00,278.00,2380.00,165.00,28.00,1.00,1493350.00,246239.00,1247111.00,1227362.00,1068728.00,102117.00,2906.00,50295.00,275.00,3041.00,19749.00,18189.00,1455.00,91.00,14.00,0.00,1135680.00,1115511.00,934770.00,79728.00,3848.00,38547.00,355.00,58263.00,20169.00,18731.00,1314.00,102.00,21.00,1.00,1135680.00,169015.00,966665.00,956310.00,839920.00,74010.00,2140.00,38140.00,206.00,1894.00,10355.00,9486.00,802.00,55.00,12.00,0.00,569985.00,499922.00,70063.00,,,,,,,,,,,,
Sullivan County,NY,50.00,1.00,2.00,36.00,105.00,2507450206.00,74049483.00,77547.00,49186.00,+41.7201763,-74.76,77547.00,75281.00,63560.00,7039.00,354.00,1075.00,24.00,3229.00,2266.00,2101.00,785.00,312.00,211.00,18.00,447.00,119.00,20.00,8.00,95.00,9.00,1.00,27.00,6.00,32.00,11.00,153.00,7.00,5.00,0.00,77547.00,10554.00,66993.00,65593.00,57780.00,6349.00,228.00,1033.00,14.00,189.00,1400.00,1302.00,91.00,5.00,2.00,0.00,59971.00,58894.00,50168.00,5231.00,276.00,869.00,18.00,2332.00,1077.00,987.00,83.00,3.00,4.00,0.00,59971.00,6986.00,52985.00,52323.00,46313.00,4833.00,186.00,839.00,13.00,139.00,662.00,603.00,55.00,2.00,2.00,0.00,49186.00,30139.00,19047.00,,,,,,,,,,,,
